index,accuracy,penalty
19786,1,0.04375
19787,0,0.05
19788,1,0.04375
19789,0,0.05
19790,0,0.05
19791,1,0.05625
19792,2,0.0375
19793,1,0.04375
19794,1,0.04375
19795,0,0.05
19796,1,0.04375
19797,0,0.05
19798,0,0.05
19799,1,0.05625
19800,1,0.04375
19801,0,0.05
19802,0,0.05
19803,1,0.05625
19804,0,0.05
19805,1,0.05625
19806,1,0.05625
19807,2,0.0625
19808,2,0.0375
19809,1,0.04375
19810,1,0.04375
19811,0,0.05
19812,1,0.04375
19813,0,0.05
19814,0,0.05
19815,1,0.05625
19816,1,0.04375
19817,0,0.05
19818,0,0.05
19819,1,0.05625
19820,0,0.05
19821,1,0.05625
19822,1,0.05625
19823,2,0.0625
19824,1,0.04375
19825,0,0.05
19826,0,0.05
19827,1,0.05625
19828,0,0.05
19829,1,0.05625
19830,1,0.05625
19831,2,0.0625
19832,0,0.05
19833,1,0.05625
19834,1,0.05625
19835,2,0.0625
19836,1,0.05625
19837,2,0.0625
19838,2,0.0625
19839,3,0.06875
19840,3,0.03125
19841,2,0.0375
19842,2,0.0375
19843,1,0.04375
19844,2,0.0375
19845,1,0.04375
19846,1,0.04375
19847,0,0.05
19848,2,0.0375
19849,1,0.04375
19850,1,0.04375
19851,0,0.05
19852,1,0.04375
19853,0,0.05
19854,0,0.05
19855,1,0.05625
19856,2,0.0375
19857,1,0.04375
19858,1,0.04375
19859,0,0.05
19860,1,0.04375
19861,0,0.05
19862,0,0.05
19863,1,0.05625
19864,1,0.04375
19865,0,0.05
19866,0,0.05
19867,1,0.05625
19868,0,0.05
19869,1,0.05625
19870,1,0.05625
19871,2,0.0625
19872,2,0.0375
19873,1,0.04375
19874,1,0.04375
19875,0,0.05
19876,1,0.04375
19877,0,0.05
19878,0,0.05
19879,1,0.05625
19880,1,0.04375
19881,0,0.05
19882,0,0.05
19883,1,0.05625
19884,0,0.05
19885,1,0.05625
19886,1,0.05625
19887,2,0.0625
19888,1,0.04375
19889,0,0.05
19890,0,0.05
19891,1,0.05625
19892,0,0.05
19893,1,0.05625
19894,1,0.05625
19895,2,0.0625
19896,0,0.05
19897,1,0.05625
19898,1,0.05625
19899,2,0.0625
19900,1,0.05625
19901,2,0.0625
19902,2,0.0625
19903,3,0.06875
19904,2,0.0375
19905,1,0.04375
19906,1,0.04375
19907,0,0.05
19908,1,0.04375
19909,0,0.05
19910,0,0.05
19911,1,0.05625
19912,1,0.04375
19913,0,0.05
19914,0,0.05
19915,1,0.05625
19916,0,0.05
19917,1,0.05625
19918,1,0.05625
19919,2,0.0625
19920,1,0.04375
19921,0,0.05
19922,0,0.05
19923,1,0.05625
19924,0,0.05
19925,1,0.05625
19926,1,0.05625
19927,2,0.0625
19928,0,0.05
19929,1,0.05625
19930,1,0.05625
19931,2,0.0625
19932,1,0.05625
19933,2,0.0625
19934,2,0.0625
19935,3,0.06875
19936,1,0.04375
19937,0,0.05
19938,0,0.05
19939,1,0.05625
19940,0,0.05
19941,1,0.05625
19942,1,0.05625
19943,2,0.0625
19944,0,0.05
19945,1,0.05625
19946,1,0.05625
19947,2,0.0625
19948,1,0.05625
19949,2,0.0625
19950,2,0.0625
19951,3,0.06875
19952,0,0.05
19953,1,0.05625
19954,1,0.05625
19955,2,0.0625
19956,1,0.05625
19957,2,0.0625
19958,2,0.0625
19959,3,0.06875
19960,1,0.05625
19961,2,0.0625
19962,2,0.0625
19963,3,0.06875
19964,2,0.0625
19965,3,0.06875
19966,3,0.06875
19967,4,0.075
19968,4,0.025
19969,3,0.03125
19970,3,0.03125
19971,2,0.0375
19972,3,0.03125
19973,2,0.0375
19974,2,0.0375
19975,1,0.04375
19976,3,0.03125
19977,2,0.0375
19978,2,0.0375
19979,1,0.04375
19980,2,0.0375
19981,1,0.04375
19982,1,0.04375
19983,0,0.05
19984,3,0.03125
19985,2,0.0375
19986,2,0.0375
19987,1,0.04375
19988,2,0.0375
19989,1,0.04375
19990,1,0.04375
19991,0,0.05
19992,2,0.0375
19993,1,0.04375
19994,1,0.04375
19995,0,0.05
19996,1,0.04375
19997,0,0.05
19998,0,0.05
19999,1,0.05625
20000,3,0.03125
20001,2,0.0375
20002,2,0.0375
20003,1,0.04375
20004,2,0.0375
20005,1,0.04375
20006,1,0.04375
20007,0,0.05
20008,2,0.0375
20009,1,0.04375
20010,1,0.04375
20011,0,0.05
20012,1,0.04375
20013,0,0.05
20014,0,0.05
20015,1,0.05625
20016,2,0.0375
20017,1,0.04375
20018,1,0.04375
20019,0,0.05
20020,1,0.04375
20021,0,0.05
20022,0,0.05
20023,1,0.05625
20024,1,0.04375
20025,0,0.05
20026,0,0.05
20027,1,0.05625
20028,0,0.05
20029,1,0.05625
20030,1,0.05625
20031,2,0.0625
20032,3,0.03125
20033,2,0.0375
20034,2,0.0375
20035,1,0.04375
20036,2,0.0375
20037,1,0.04375
20038,1,0.04375
20039,0,0.05
20040,2,0.0375
20041,1,0.04375
20042,1,0.04375
20043,0,0.05
20044,1,0.04375
20045,0,0.05
20046,0,0.05
20047,1,0.05625
20048,2,0.0375
20049,1,0.04375
20050,1,0.04375
20051,0,0.05
20052,1,0.04375
20053,0,0.05
20054,0,0.05
20055,1,0.05625
20056,1,0.04375
20057,0,0.05
20058,0,0.05
20059,1,0.05625
20060,0,0.05
20061,1,0.05625
20062,1,0.05625
20063,2,0.0625
20064,2,0.0375
20065,1,0.04375
20066,1,0.04375
20067,0,0.05
20068,1,0.04375
20069,0,0.05
20070,0,0.05
20071,1,0.05625
20072,1,0.04375
20073,0,0.05
20074,0,0.05
20075,1,0.05625
20076,0,0.05
20077,1,0.05625
20078,1,0.05625
20079,2,0.0625
20080,1,0.04375
20081,0,0.05
20082,0,0.05
20083,1,0.05625
20084,0,0.05
20085,1,0.05625
20086,1,0.05625
20087,2,0.0625
20088,0,0.05
20089,1,0.05625
20090,1,0.05625
20091,2,0.0625
20092,1,0.05625
20093,2,0.0625
20094,2,0.0625
20095,3,0.06875
20096,3,0.03125
20097,2,0.0375
20098,2,0.0375
20099,1,0.04375
20100,2,0.0375
20101,1,0.04375
20102,1,0.04375
20103,0,0.05
20104,2,0.0375
20105,1,0.04375
20106,1,0.04375
20107,0,0.05
20108,1,0.04375
20109,0,0.05
20110,0,0.05
20111,1,0.05625
20112,2,0.0375
20113,1,0.04375
20114,1,0.04375
20115,0,0.05
20116,1,0.04375
20117,0,0.05
20118,0,0.05
20119,1,0.05625
20120,1,0.04375
20121,0,0.05
20122,0,0.05
20123,1,0.05625
20124,0,0.05
20125,1,0.05625
20126,1,0.05625
20127,2,0.0625
20128,2,0.0375
20129,1,0.04375
20130,1,0.04375
20131,0,0.05
20132,1,0.04375
20133,0,0.05
20134,0,0.05
20135,1,0.05625
20136,1,0.04375
20137,0,0.05
20138,0,0.05
20139,1,0.05625
20140,0,0.05
20141,1,0.05625
20142,1,0.05625
20143,2,0.0625
20144,1,0.04375
20145,0,0.05
20146,0,0.05
20147,1,0.05625
20148,0,0.05
20149,1,0.05625
20150,1,0.05625
20151,2,0.0625
20152,0,0.05
20153,1,0.05625
20154,1,0.05625
20155,2,0.0625
20156,1,0.05625
20157,2,0.0625
20158,2,0.0625
20159,3,0.06875
20160,2,0.0375
20161,1,0.04375
20162,1,0.04375
20163,0,0.05
20164,1,0.04375
20165,0,0.05
20166,0,0.05
20167,1,0.05625
20168,1,0.04375
20169,0,0.05
20170,0,0.05
20171,1,0.05625
20172,0,0.05
20173,1,0.05625
20174,1,0.05625
20175,2,0.0625
20176,1,0.04375
20177,0,0.05
20178,0,0.05
20179,1,0.05625
20180,0,0.05
20181,1,0.05625
20182,1,0.05625
20183,2,0.0625
20184,0,0.05
20185,1,0.05625
20186,1,0.05625
20187,2,0.0625
20188,1,0.05625
20189,2,0.0625
20190,2,0.0625
20191,3,0.06875
20192,1,0.04375
20193,0,0.05
20194,0,0.05
20195,1,0.05625
20196,0,0.05
20197,1,0.05625
20198,1,0.05625
20199,2,0.0625
20200,0,0.05
20201,1,0.05625
20202,1,0.05625
20203,2,0.0625
20204,1,0.05625
20205,2,0.0625
20206,2,0.0625
20207,3,0.06875
20208,0,0.05
20209,1,0.05625
20210,1,0.05625
20211,2,0.0625
20212,1,0.05625
20213,2,0.0625
20214,2,0.0625
20215,3,0.06875
20216,1,0.05625
20217,2,0.0625
20218,2,0.0625
20219,3,0.06875
20220,2,0.0625
20221,3,0.06875
20222,3,0.06875
20223,4,0.075
20224,3,0.03125
20225,2,0.0375
20226,2,0.0375
20227,1,0.04375
20228,2,0.0375
20229,1,0.04375
20230,1,0.04375
20231,0,0.05
20232,2,0.0375
20233,1,0.04375
20234,1,0.04375
20235,0,0.05
20236,1,0.04375
20237,0,0.05
20238,0,0.05
20239,1,0.05625
20240,2,0.0375
20241,1,0.04375
20242,1,0.04375
20243,0,0.05
20244,1,0.04375
20245,0,0.05
20246,0,0.05
20247,1,0.05625
20248,1,0.04375
20249,0,0.05
20250,0,0.05
20251,1,0.05625
20252,0,0.05
20253,1,0.05625
20254,1,0.05625
20255,2,0.0625
20256,2,0.0375
20257,1,0.04375
20258,1,0.04375
20259,0,0.05
20260,1,0.04375
20261,0,0.05
20262,0,0.05
20263,1,0.05625
20264,1,0.04375
20265,0,0.05
20266,0,0.05
20267,1,0.05625
20268,0,0.05
20269,1,0.05625
20270,1,0.05625
20271,2,0.0625
20272,1,0.04375
20273,0,0.05
20274,0,0.05
20275,1,0.05625
20276,0,0.05
20277,1,0.05625
20278,1,0.05625
20279,2,0.0625
20280,0,0.05
20281,1,0.05625
20282,1,0.05625
20283,2,0.0625
20284,1,0.05625
20285,2,0.0625
20286,2,0.0625
20287,3,0.06875
20288,2,0.0375
20289,1,0.04375
20290,1,0.04375
20291,0,0.05
20292,1,0.04375
20293,0,0.05
20294,0,0.05
20295,1,0.05625
20296,1,0.04375
20297,0,0.05
20298,0,0.05
20299,1,0.05625
20300,0,0.05
20301,1,0.05625
20302,1,0.05625
20303,2,0.0625
20304,1,0.04375
20305,0,0.05
20306,0,0.05
20307,1,0.05625
20308,0,0.05
20309,1,0.05625
20310,1,0.05625
20311,2,0.0625
20312,0,0.05
20313,1,0.05625
20314,1,0.05625
20315,2,0.0625
20316,1,0.05625
20317,2,0.0625
20318,2,0.0625
20319,3,0.06875
20320,1,0.04375
20321,0,0.05
20322,0,0.05
20323,1,0.05625
20324,0,0.05
20325,1,0.05625
20326,1,0.05625
20327,2,0.0625
20328,0,0.05
20329,1,0.05625
20330,1,0.05625
20331,2,0.0625
20332,1,0.05625
20333,2,0.0625
20334,2,0.0625
20335,3,0.06875
20336,0,0.05
20337,1,0.05625
20338,1,0.05625
20339,2,0.0625
20340,1,0.05625
20341,2,0.0625
20342,2,0.0625
20343,3,0.06875
20344,1,0.05625
20345,2,0.0625
20346,2,0.0625
20347,3,0.06875
20348,2,0.0625
20349,3,0.06875
20350,3,0.06875
20351,4,0.075
20352,2,0.0375
20353,1,0.04375
20354,1,0.04375
20355,0,0.05
20356,1,0.04375
20357,0,0.05
20358,0,0.05
20359,1,0.05625
20360,1,0.04375
20361,0,0.05
20362,0,0.05
20363,1,0.05625
20364,0,0.05
20365,1,0.05625
20366,1,0.05625
20367,2,0.0625
20368,1,0.04375
20369,0,0.05
20370,0,0.05
20371,1,0.05625
20372,0,0.05
20373,1,0.05625
20374,1,0.05625
20375,2,0.0625
20376,0,0.05
20377,1,0.05625
20378,1,0.05625
20379,2,0.0625
20380,1,0.05625
20381,2,0.0625
20382,2,0.0625
20383,3,0.06875
20384,1,0.04375
20385,0,0.05
20386,0,0.05
20387,1,0.05625
20388,0,0.05
20389,1,0.05625
20390,1,0.05625
20391,2,0.0625
20392,0,0.05
20393,1,0.05625
20394,1,0.05625
20395,2,0.0625
20396,1,0.05625
20397,2,0.0625
20398,2,0.0625
20399,3,0.06875
20400,0,0.05
20401,1,0.05625
20402,1,0.05625
20403,2,0.0625
20404,1,0.05625
20405,2,0.0625
20406,2,0.0625
20407,3,0.06875
20408,1,0.05625
20409,2,0.0625
20410,2,0.0625
20411,3,0.06875
20412,2,0.0625
20413,3,0.06875
20414,3,0.06875
20415,4,0.075
20416,1,0.04375
20417,0,0.05
20418,0,0.05
20419,1,0.05625
20420,0,0.05
20421,1,0.05625
20422,1,0.05625
20423,2,0.0625
20424,0,0.05
20425,1,0.05625
20426,1,0.05625
20427,2,0.0625
20428,1,0.05625
20429,2,0.0625
20430,2,0.0625
20431,3,0.06875
20432,0,0.05
20433,1,0.05625
20434,1,0.05625
20435,2,0.0625
20436,1,0.05625
20437,2,0.0625
20438,2,0.0625
20439,3,0.06875
20440,1,0.05625
20441,2,0.0625
20442,2,0.0625
20443,3,0.06875
20444,2,0.0625
20445,3,0.06875
20446,3,0.06875
20447,4,0.075
20448,0,0.05
20449,1,0.05625
20450,1,0.05625
20451,2,0.0625
20452,1,0.05625
20453,2,0.0625
20454,2,0.0625
20455,3,0.06875
20456,1,0.05625
20457,2,0.0625
20458,2,0.0625
20459,3,0.06875
20460,2,0.0625
20461,3,0.06875
20462,3,0.06875
20463,4,0.075
20464,1,0.05625
20465,2,0.0625
20466,2,0.0625
20467,3,0.06875
20468,2,0.0625
20469,3,0.06875
20470,3,0.06875
20471,4,0.075
20472,2,0.0625
20473,3,0.06875
20474,3,0.06875
20475,4,0.075
20476,3,0.06875
20477,4,0.075
20478,4,0.075
20479,3,0.08125
20480,2,0.0125
20481,3,0.01875
20482,3,0.01875
20483,4,0.025
20484,3,0.01875
20485,4,0.025
20486,4,0.025
20487,3,0.03125
20488,3,0.01875
20489,4,0.025
20490,4,0.025
20491,3,0.03125
20492,4,0.025
20493,3,0.03125
20494,3,0.03125
20495,2,0.0375
20496,3,0.01875
20497,4,0.025
20498,4,0.025
20499,3,0.03125
20500,4,0.025
20501,3,0.03125
20502,3,0.03125
20503,2,0.0375
20504,4,0.025
20505,3,0.03125
20506,3,0.03125
20507,2,0.0375
20508,3,0.03125
20509,2,0.0375
20510,2,0.0375
20511,1,0.04375
20512,3,0.01875
20513,4,0.025
20514,4,0.025
20515,3,0.03125
20516,4,0.025
20517,3,0.03125
20518,3,0.03125
20519,2,0.0375
20520,4,0.025
20521,3,0.03125
20522,3,0.03125
20523,2,0.0375
20524,3,0.03125
20525,2,0.0375
20526,2,0.0375
20527,1,0.04375
20528,4,0.025
20529,3,0.03125
20530,3,0.03125
20531,2,0.0375
20532,3,0.03125
20533,2,0.0375
20534,2,0.0375
20535,1,0.04375
20536,3,0.03125
20537,2,0.0375
20538,2,0.0375
20539,1,0.04375
20540,2,0.0375
20541,1,0.04375
20542,1,0.04375
20543,0,0.05
20544,3,0.01875
20545,4,0.025
20546,4,0.025
20547,3,0.03125
20548,4,0.025
20549,3,0.03125
20550,3,0.03125
20551,2,0.0375
20552,4,0.025
20553,3,0.03125
20554,3,0.03125
20555,2,0.0375
20556,3,0.03125
20557,2,0.0375
20558,2,0.0375
20559,1,0.04375
20560,4,0.025
20561,3,0.03125
20562,3,0.03125
20563,2,0.0375
20564,3,0.03125
20565,2,0.0375
20566,2,0.0375
20567,1,0.04375
20568,3,0.03125
20569,2,0.0375
20570,2,0.0375
20571,1,0.04375
20572,2,0.0375
20573,1,0.04375
20574,1,0.04375
20575,0,0.05
20576,4,0.025
20577,3,0.03125
20578,3,0.03125
20579,2,0.0375
20580,3,0.03125
20581,2,0.0375
20582,2,0.0375
20583,1,0.04375
20584,3,0.03125
20585,2,0.0375
20586,2,0.0375
20587,1,0.04375
20588,2,0.0375
20589,1,0.04375
20590,1,0.04375
20591,0,0.05
20592,3,0.03125
20593,2,0.0375
20594,2,0.0375
20595,1,0.04375
20596,2,0.0375
20597,1,0.04375
20598,1,0.04375
20599,0,0.05
20600,2,0.0375
20601,1,0.04375
20602,1,0.04375
20603,0,0.05
20604,1,0.04375
20605,0,0.05
20606,0,0.05
20607,1,0.05625
20608,3,0.01875
20609,4,0.025
20610,4,0.025
20611,3,0.03125
20612,4,0.025
20613,3,0.03125
20614,3,0.03125
20615,2,0.0375
20616,4,0.025
20617,3,0.03125
20618,3,0.03125
20619,2,0.0375
20620,3,0.03125
20621,2,0.0375
20622,2,0.0375
20623,1,0.04375
20624,4,0.025
20625,3,0.03125
20626,3,0.03125
20627,2,0.0375
20628,3,0.03125
20629,2,0.0375
20630,2,0.0375
20631,1,0.04375
20632,3,0.03125
20633,2,0.0375
20634,2,0.0375
20635,1,0.04375
20636,2,0.0375
20637,1,0.04375
20638,1,0.04375
20639,0,0.05
20640,4,0.025
20641,3,0.03125
20642,3,0.03125
20643,2,0.0375
20644,3,0.03125
20645,2,0.0375
20646,2,0.0375
20647,1,0.04375
20648,3,0.03125
20649,2,0.0375
20650,2,0.0375
20651,1,0.04375
20652,2,0.0375
20653,1,0.04375
20654,1,0.04375
20655,0,0.05
20656,3,0.03125
20657,2,0.0375
20658,2,0.0375
20659,1,0.04375
20660,2,0.0375
20661,1,0.04375
20662,1,0.04375
20663,0,0.05
20664,2,0.0375
20665,1,0.04375
20666,1,0.04375
20667,0,0.05
20668,1,0.04375
20669,0,0.05
20670,0,0.05
20671,1,0.05625
20672,4,0.025
20673,3,0.03125
20674,3,0.03125
20675,2,0.0375
20676,3,0.03125
20677,2,0.0375
20678,2,0.0375
20679,1,0.04375
20680,3,0.03125
20681,2,0.0375
20682,2,0.0375
20683,1,0.04375
20684,2,0.0375
20685,1,0.04375
20686,1,0.04375
20687,0,0.05
20688,3,0.03125
20689,2,0.0375
20690,2,0.0375
20691,1,0.04375
20692,2,0.0375
20693,1,0.04375
20694,1,0.04375
20695,0,0.05
20696,2,0.0375
20697,1,0.04375
20698,1,0.04375
20699,0,0.05
20700,1,0.04375
20701,0,0.05
20702,0,0.05
20703,1,0.05625
20704,3,0.03125
20705,2,0.0375
20706,2,0.0375
20707,1,0.04375
20708,2,0.0375
20709,1,0.04375
20710,1,0.04375
20711,0,0.05
20712,2,0.0375
20713,1,0.04375
20714,1,0.04375
20715,0,0.05
20716,1,0.04375
20717,0,0.05
20718,0,0.05
20719,1,0.05625
20720,2,0.0375
20721,1,0.04375
20722,1,0.04375
20723,0,0.05
20724,1,0.04375
20725,0,0.05
20726,0,0.05
20727,1,0.05625
20728,1,0.04375
20729,0,0.05
20730,0,0.05
20731,1,0.05625
20732,0,0.05
20733,1,0.05625
20734,1,0.05625
20735,2,0.0625
20736,3,0.01875
20737,4,0.025
20738,4,0.025
20739,3,0.03125
20740,4,0.025
20741,3,0.03125
20742,3,0.03125
20743,2,0.0375
20744,4,0.025
20745,3,0.03125
20746,3,0.03125
20747,2,0.0375
20748,3,0.03125
20749,2,0.0375
20750,2,0.0375
20751,1,0.04375
20752,4,0.025
20753,3,0.03125
20754,3,0.03125
20755,2,0.0375
20756,3,0.03125
20757,2,0.0375
20758,2,0.0375
20759,1,0.04375
20760,3,0.03125
20761,2,0.0375
20762,2,0.0375
20763,1,0.04375
20764,2,0.0375
20765,1,0.04375
20766,1,0.04375
20767,0,0.05
20768,4,0.025
20769,3,0.03125
20770,3,0.03125
20771,2,0.0375
20772,3,0.03125
20773,2,0.0375
20774,2,0.0375
20775,1,0.04375
20776,3,0.03125
20777,2,0.0375
20778,2,0.0375
20779,1,0.04375
20780,2,0.0375
20781,1,0.04375
20782,1,0.04375
20783,0,0.05
20784,3,0.03125
20785,2,0.0375
20786,2,0.0375
20787,1,0.04375
20788,2,0.0375
20789,1,0.04375
20790,1,0.04375
20791,0,0.05
20792,2,0.0375
20793,1,0.04375
20794,1,0.04375
20795,0,0.05
20796,1,0.04375
20797,0,0.05
20798,0,0.05
20799,1,0.05625
20800,4,0.025
20801,3,0.03125
20802,3,0.03125
20803,2,0.0375
20804,3,0.03125
20805,2,0.0375
20806,2,0.0375
20807,1,0.04375
20808,3,0.03125
20809,2,0.0375
20810,2,0.0375
20811,1,0.04375
20812,2,0.0375
20813,1,0.04375
20814,1,0.04375
20815,0,0.05
20816,3,0.03125
20817,2,0.0375
20818,2,0.0375
20819,1,0.04375
20820,2,0.0375
20821,1,0.04375
20822,1,0.04375
20823,0,0.05
20824,2,0.0375
20825,1,0.04375
20826,1,0.04375
20827,0,0.05
20828,1,0.04375
20829,0,0.05
20830,0,0.05
20831,1,0.05625
20832,3,0.03125
20833,2,0.0375
20834,2,0.0375
20835,1,0.04375
20836,2,0.0375
20837,1,0.04375
20838,1,0.04375
20839,0,0.05
20840,2,0.0375
20841,1,0.04375
20842,1,0.04375
20843,0,0.05
20844,1,0.04375
20845,0,0.05
20846,0,0.05
20847,1,0.05625
20848,2,0.0375
20849,1,0.04375
20850,1,0.04375
20851,0,0.05
20852,1,0.04375
20853,0,0.05
20854,0,0.05
20855,1,0.05625
20856,1,0.04375
20857,0,0.05
20858,0,0.05
20859,1,0.05625
20860,0,0.05
20861,1,0.05625
20862,1,0.05625
20863,2,0.0625
20864,4,0.025
20865,3,0.03125
20866,3,0.03125
20867,2,0.0375
20868,3,0.03125
20869,2,0.0375
20870,2,0.0375
20871,1,0.04375
20872,3,0.03125
20873,2,0.0375
20874,2,0.0375
20875,1,0.04375
20876,2,0.0375
20877,1,0.04375
20878,1,0.04375
20879,0,0.05
20880,3,0.03125
20881,2,0.0375
20882,2,0.0375
20883,1,0.04375
20884,2,0.0375
20885,1,0.04375
20886,1,0.04375
20887,0,0.05
20888,2,0.0375
20889,1,0.04375
20890,1,0.04375
20891,0,0.05
20892,1,0.04375
20893,0,0.05
20894,0,0.05
20895,1,0.05625
20896,3,0.03125
20897,2,0.0375
20898,2,0.0375
20899,1,0.04375
20900,2,0.0375
20901,1,0.04375
20902,1,0.04375
20903,0,0.05
20904,2,0.0375
20905,1,0.04375
20906,1,0.04375
20907,0,0.05
20908,1,0.04375
20909,0,0.05
20910,0,0.05
20911,1,0.05625
20912,2,0.0375
20913,1,0.04375
20914,1,0.04375
20915,0,0.05
20916,1,0.04375
20917,0,0.05
20918,0,0.05
20919,1,0.05625
20920,1,0.04375
20921,0,0.05
20922,0,0.05
20923,1,0.05625
20924,0,0.05
20925,1,0.05625
20926,1,0.05625
20927,2,0.0625
20928,3,0.03125
20929,2,0.0375
20930,2,0.0375
20931,1,0.04375
20932,2,0.0375
20933,1,0.04375
20934,1,0.04375
20935,0,0.05
20936,2,0.0375
20937,1,0.04375
20938,1,0.04375
20939,0,0.05
20940,1,0.04375
20941,0,0.05
20942,0,0.05
20943,1,0.05625
20944,2,0.0375
20945,1,0.04375
20946,1,0.04375
20947,0,0.05
20948,1,0.04375
20949,0,0.05
20950,0,0.05
20951,1,0.05625
20952,1,0.04375
20953,0,0.05
20954,0,0.05
20955,1,0.05625
20956,0,0.05
20957,1,0.05625
20958,1,0.05625
20959,2,0.0625
20960,2,0.0375
20961,1,0.04375
20962,1,0.04375
20963,0,0.05
20964,1,0.04375
20965,0,0.05
20966,0,0.05
20967,1,0.05625
20968,1,0.04375
20969,0,0.05
20970,0,0.05
20971,1,0.05625
20972,0,0.05
20973,1,0.05625
20974,1,0.05625
20975,2,0.0625
20976,1,0.04375
20977,0,0.05
20978,0,0.05
20979,1,0.05625
20980,0,0.05
20981,1,0.05625
20982,1,0.05625
20983,2,0.0625
20984,0,0.05
20985,1,0.05625
20986,1,0.05625
20987,2,0.0625
20988,1,0.05625
20989,2,0.0625
20990,2,0.0625
20991,3,0.06875
20992,3,0.01875
20993,4,0.025
20994,4,0.025
20995,3,0.03125
20996,4,0.025
20997,3,0.03125
20998,3,0.03125
20999,2,0.0375
21000,4,0.025
21001,3,0.03125
21002,3,0.03125
21003,2,0.0375
21004,3,0.03125
21005,2,0.0375
21006,2,0.0375
21007,1,0.04375
21008,4,0.025
21009,3,0.03125
21010,3,0.03125
21011,2,0.0375
21012,3,0.03125
21013,2,0.0375
21014,2,0.0375
21015,1,0.04375
21016,3,0.03125
21017,2,0.0375
21018,2,0.0375
21019,1,0.04375
21020,2,0.0375
21021,1,0.04375
21022,1,0.04375
21023,0,0.05
21024,4,0.025
21025,3,0.03125
21026,3,0.03125
21027,2,0.0375
21028,3,0.03125
21029,2,0.0375
21030,2,0.0375
21031,1,0.04375
21032,3,0.03125
21033,2,0.0375
21034,2,0.0375
21035,1,0.04375
21036,2,0.0375
21037,1,0.04375
21038,1,0.04375
21039,0,0.05
21040,3,0.03125
21041,2,0.0375
21042,2,0.0375
21043,1,0.04375
21044,2,0.0375
21045,1,0.04375
21046,1,0.04375
21047,0,0.05
21048,2,0.0375
21049,1,0.04375
21050,1,0.04375
21051,0,0.05
21052,1,0.04375
21053,0,0.05
21054,0,0.05
21055,1,0.05625
21056,4,0.025
21057,3,0.03125
21058,3,0.03125
21059,2,0.0375
21060,3,0.03125
21061,2,0.0375
21062,2,0.0375
21063,1,0.04375
21064,3,0.03125
21065,2,0.0375
21066,2,0.0375
21067,1,0.04375
21068,2,0.0375
21069,1,0.04375
21070,1,0.04375
21071,0,0.05
21072,3,0.03125
21073,2,0.0375
21074,2,0.0375
21075,1,0.04375
21076,2,0.0375
21077,1,0.04375
21078,1,0.04375
21079,0,0.05
21080,2,0.0375
21081,1,0.04375
21082,1,0.04375
21083,0,0.05
21084,1,0.04375
21085,0,0.05
21086,0,0.05
21087,1,0.05625
21088,3,0.03125
21089,2,0.0375
21090,2,0.0375
21091,1,0.04375
21092,2,0.0375
21093,1,0.04375
21094,1,0.04375
21095,0,0.05
21096,2,0.0375
21097,1,0.04375
21098,1,0.04375
21099,0,0.05
21100,1,0.04375
21101,0,0.05
21102,0,0.05
21103,1,0.05625
21104,2,0.0375
21105,1,0.04375
21106,1,0.04375
21107,0,0.05
21108,1,0.04375
21109,0,0.05
21110,0,0.05
21111,1,0.05625
21112,1,0.04375
21113,0,0.05
21114,0,0.05
21115,1,0.05625
21116,0,0.05
21117,1,0.05625
21118,1,0.05625
21119,2,0.0625
21120,4,0.025
21121,3,0.03125
21122,3,0.03125
21123,2,0.0375
21124,3,0.03125
21125,2,0.0375
21126,2,0.0375
21127,1,0.04375
21128,3,0.03125
21129,2,0.0375
21130,2,0.0375
21131,1,0.04375
21132,2,0.0375
21133,1,0.04375
21134,1,0.04375
21135,0,0.05
21136,3,0.03125
21137,2,0.0375
21138,2,0.0375
21139,1,0.04375
21140,2,0.0375
21141,1,0.04375
21142,1,0.04375
21143,0,0.05
21144,2,0.0375
21145,1,0.04375
21146,1,0.04375
21147,0,0.05
21148,1,0.04375
21149,0,0.05
21150,0,0.05
21151,1,0.05625
21152,3,0.03125
21153,2,0.0375
21154,2,0.0375
21155,1,0.04375
21156,2,0.0375
21157,1,0.04375
21158,1,0.04375
21159,0,0.05
21160,2,0.0375
21161,1,0.04375
21162,1,0.04375
21163,0,0.05
21164,1,0.04375
21165,0,0.05
21166,0,0.05
21167,1,0.05625
21168,2,0.0375
21169,1,0.04375
21170,1,0.04375
21171,0,0.05
21172,1,0.04375
21173,0,0.05
21174,0,0.05
21175,1,0.05625
21176,1,0.04375
21177,0,0.05
21178,0,0.05
21179,1,0.05625
21180,0,0.05
21181,1,0.05625
21182,1,0.05625
21183,2,0.0625
21184,3,0.03125
21185,2,0.0375
21186,2,0.0375
21187,1,0.04375
21188,2,0.0375
21189,1,0.04375
21190,1,0.04375
21191,0,0.05
21192,2,0.0375
21193,1,0.04375
21194,1,0.04375
21195,0,0.05
21196,1,0.04375
21197,0,0.05
21198,0,0.05
21199,1,0.05625
21200,2,0.0375
21201,1,0.04375
21202,1,0.04375
21203,0,0.05
21204,1,0.04375
21205,0,0.05
21206,0,0.05
21207,1,0.05625
21208,1,0.04375
21209,0,0.05
21210,0,0.05
21211,1,0.05625
21212,0,0.05
21213,1,0.05625
21214,1,0.05625
21215,2,0.0625
21216,2,0.0375
21217,1,0.04375
21218,1,0.04375
21219,0,0.05
21220,1,0.04375
